Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
24-07-21,13:27:31.239,F,314,206,405,44,0.491,9.1,176,0.869,-0.050,0.742,0.020,0.499,0.010,195,413,0.528
24-07-21,13:27:41.356,F,315,202,391,80,0.483,16.2,172,0.863,-0.005,0.735,0.056,0.489,0.028,195,413,0.528
24-07-21,13:27:51.472,F,316,210,389,116,0.460,22.4,174,0.833,0.014,0.690,0.062,0.508,0.032,195,413,0.528
24-07-21,13:28:01.591,F,317,220,392,161,0.439,29.7,176,0.796,0.009,0.637,0.054,0.533,0.028,195,413,0.528
24-07-21,13:28:11.709,F,318,229,391,222,0.414,38.6,174,0.747,0.005,0.568,0.056,0.554,0.032,195,413,0.528
24-07-21,13:28:21.833,F,319,245,383,336,0.360,50.8,171,0.651,0.028,0.454,0.078,0.593,0.047,195,413,0.528
24-07-21,13:28:31.947,F,320,269,387,504,0.305,64.6,175,0.557,0.028,0.362,0.067,0.651,0.044,195,413,0.528
24-07-21,13:28:42.070,F,321,292,387,742,0.245,76.4,175,0.448,0.028,0.268,0.067,0.707,0.048,195,413,0.528
24-07-21,13:28:52.188,F,322,302,372,1109,0.188,87.6,170,0.347,0.073,0.195,0.110,0.731,0.081,195,413,0.528
24-07-21,13:29:02.305,F,323,301,363,1450,0.171,104.1,171,0.323,0.119,0.183,0.138,0.729,0.100,195,413,0.528
24-07-21,13:29:12.434,F,324,330,380,2029,0.132,112.5,177,0.246,0.069,0.132,0.087,0.799,0.069,195,413,0.528
24-07-21,13:29:22.551,F,325,342,380,2647,0.100,111.2,181,0.191,0.087,0.101,0.087,0.828,0.072,195,413,0.528
24-07-21,13:29:30.951,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,13:32:02.798,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,13:32:02.798,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 45.021 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,13:32:02.798,REG2,,"#1: alpha: 0.142, ETRm: 49.989, Ik: 351.006   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,13:32:04.196,FO,326,927,2079,0,0.554,0.0,0,0,0,0,0,0,0,927,2079,0.554
24-07-21,13:32:14.321,F,327,1150,2142,44,0.463,8.6,931,0.819,-0.051,0.663,-0.029,0.553,-0.016,927,2079,0.554
24-07-21,13:32:24.438,F,328,1262,2220,80,0.432,14.5,949,0.754,-0.103,0.567,-0.064,0.607,-0.039,927,2079,0.554
24-07-21,13:32:34.554,F,329,1358,2242,116,0.394,19.2,964,0.692,-0.109,0.491,-0.073,0.653,-0.047,927,2079,0.554
24-07-21,13:32:44.676,F,330,1468,2266,160,0.352,23.7,973,0.617,-0.122,0.409,-0.083,0.706,-0.058,927,2079,0.554
24-07-21,13:32:54.794,F,331,1580,2279,222,0.307,28.6,992,0.543,-0.117,0.341,-0.088,0.760,-0.067,927,2079,0.554
24-07-21,13:33:04.939,F,332,1743,2307,336,0.244,34.4,1014,0.436,-0.122,0.254,-0.099,0.838,-0.082,927,2079,0.554
24-07-21,13:33:15.057,F,333,1888,2325,504,0.188,39.8,1008,0.332,-0.143,0.177,-0.106,0.908,-0.096,927,2079,0.554
24-07-21,13:33:25.175,F,334,1951,2274,742,0.142,44.3,1003,0.254,-0.103,0.131,-0.086,0.938,-0.080,927,2079,0.554
24-07-21,13:33:35.291,F,335,1969,2197,1109,0.104,48.4,985,0.188,-0.052,0.094,-0.054,0.947,-0.051,927,2079,0.554
24-07-21,13:33:45.416,F,336,1963,2143,1449,0.084,51.1,974,0.154,-0.015,0.076,-0.030,0.944,-0.028,927,2079,0.554
24-07-21,13:33:55.534,F,337,1966,2104,2029,0.066,56.2,971,0.122,0.016,0.060,-0.012,0.946,-0.012,927,2079,0.554
24-07-21,13:34:05.655,F,338,1959,2053,2646,0.046,51.1,967,0.087,0.057,0.043,0.013,0.942,0.012,927,2079,0.554
24-07-21,13:34:13.406,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,13:36:53.480,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,13:36:53.480,REG1,,"#1: alpha: 0.167, ETRm: 74.749, Ik: 447.399   ( beta: 0.256, ETRmPot: 409.099 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,13:36:53.480,REG2,,"#1: alpha: 0.147, ETRm: 67.845, Ik: 461.520   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,13:36:54.872,FO,339,503,1118,0,0.550,0.0,0,0,0,0,0,0,0,503,1118,0.550
24-07-21,13:37:04.991,F,340,658,1186,44,0.445,8.2,537,0.814,-0.055,0.664,-0.057,0.589,-0.034,503,1118,0.550
24-07-21,13:37:15.109,F,341,665,1185,80,0.439,14.8,517,0.778,-0.086,0.605,-0.057,0.595,-0.034,503,1118,0.550
24-07-21,13:37:25.234,F,342,694,1177,116,0.410,20.0,520,0.735,-0.068,0.551,-0.050,0.621,-0.031,503,1118,0.550
24-07-21,13:37:35.350,F,343,720,1146,160,0.372,25.0,510,0.670,-0.034,0.475,-0.024,0.644,-0.016,503,1118,0.550
24-07-21,13:37:45.468,F,344,746,1128,222,0.339,31.6,495,0.603,-0.029,0.400,-0.009,0.667,-0.006,503,1118,0.550
24-07-21,13:37:55.587,F,345,747,1084,336,0.311,43.9,504,0.581,0.057,0.392,0.031,0.668,0.021,503,1118,0.550
24-07-21,13:38:05.707,F,346,919,1143,504,0.196,41.5,482,0.339,-0.075,0.178,-0.022,0.822,-0.018,503,1118,0.550
24-07-21,13:38:15.826,F,347,911,1094,742,0.167,52.0,479,0.298,0.000,0.157,0.022,0.815,0.018,503,1118,0.550
24-07-21,13:38:25.945,F,348,981,1344,1109,0.270,125.8,581,0.476,-0.241,0.282,-0.168,0.877,-0.147,503,1118,0.550
24-07-21,13:38:36.073,F,349,1257,1368,1450,0.081,49.3,591,0.143,-0.263,0.067,-0.183,1.124,-0.205,503,1118,0.550
24-07-21,13:38:46.184,F,350,1293,1372,2029,0.058,49.4,559,0.097,-0.322,0.042,-0.185,1.157,-0.215,503,1118,0.550
24-07-21,13:38:56.312,F,351,1212,1284,2647,0.056,62.3,557,0.099,-0.182,0.045,-0.129,1.084,-0.140,503,1118,0.550
24-07-21,13:39:04.812,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,13:43:21.724,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,13:43:21.724,REG1,,"#1: alpha: 0.184, ETRm: 68.280, Ik: 371.318   ( beta: 0.025, ETRmPot: 103.041 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,13:43:21.724,REG2,,"#1: alpha: 0.168, ETRm: 62.778, Ik: 372.836   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,13:43:23.115,FO,352,621,1403,0,0.557,0.0,0,0,0,0,0,0,0,621,1403,0.557
24-07-21,13:43:33.230,F,353,739,1455,44,0.492,9.1,581,0.819,-0.118,0.644,-0.036,0.527,-0.019,621,1403,0.557
24-07-21,13:43:43.348,F,354,743,1415,80,0.475,16.0,581,0.806,-0.066,0.630,-0.008,0.530,-0.005,621,1403,0.557
24-07-21,13:43:53.470,F,355,793,1423,116,0.443,21.6,581,0.748,-0.077,0.548,-0.014,0.565,-0.008,621,1403,0.557
24-07-21,13:44:03.589,F,356,836,1401,160,0.403,27.1,584,0.692,-0.045,0.483,0.001,0.596,0.001,621,1403,0.557
24-07-21,13:44:13.716,F,357,895,1392,222,0.357,33.3,577,0.610,-0.042,0.393,0.008,0.638,0.005,621,1403,0.557
24-07-21,13:44:23.836,F,358,955,1365,336,0.300,42.3,573,0.518,-0.013,0.311,0.028,0.681,0.019,621,1403,0.557
24-07-21,13:44:33.951,F,359,1021,1351,504,0.244,51.6,580,0.428,0.014,0.243,0.038,0.728,0.028,621,1403,0.557
24-07-21,13:44:44.069,F,360,1084,1347,742,0.195,60.8,571,0.339,0.008,0.179,0.042,0.773,0.032,621,1403,0.557
24-07-21,13:44:54.193,F,361,1134,1322,1109,0.142,66.1,566,0.249,0.033,0.124,0.061,0.808,0.050,621,1403,0.557
24-07-21,13:45:04.305,F,362,1147,1292,1450,0.112,68.2,556,0.197,0.059,0.095,0.086,0.818,0.070,621,1403,0.557
24-07-21,13:45:14.429,F,363,1171,1276,2029,0.082,69.9,567,0.148,0.093,0.072,0.100,0.835,0.083,621,1403,0.557
24-07-21,13:45:24.547,F,364,1164,1217,2648,0.044,48.9,535,0.078,0.128,0.036,0.153,0.830,0.126,621,1403,0.557
24-07-21,13:45:33.007,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,13:47:16.816,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,13:47:16.816,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 57.985 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,13:47:16.816,REG2,,"#1: alpha: 0.166, ETRm: 65.215, Ik: 392.945   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,13:47:18.210,FO,365,568,1371,0,0.586,0.0,0,0,0,0,0,0,0,568,1371,0.586
24-07-21,13:47:28.329,F,366,682,1365,44,0.500,9.2,531,0.819,-0.039,0.638,0.004,0.497,0.003,568,1371,0.586
24-07-21,13:47:38.454,F,367,677,1360,80,0.502,16.9,530,0.823,-0.034,0.644,0.008,0.494,0.004,568,1371,0.586
24-07-21,13:47:48.566,F,368,723,1367,116,0.471,22.9,530,0.769,-0.042,0.564,0.003,0.527,0.002,568,1371,0.586
24-07-21,13:47:58.685,F,369,778,1367,160,0.431,29.0,543,0.715,-0.026,0.499,0.003,0.567,0.002,568,1371,0.586
24-07-21,13:48:08.813,F,370,864,1388,222,0.378,35.2,546,0.622,-0.049,0.393,-0.012,0.630,-0.008,568,1371,0.586
24-07-21,13:48:18.925,F,371,959,1380,336,0.305,43.0,534,0.498,-0.054,0.277,-0.007,0.699,-0.004,568,1371,0.586
24-07-21,13:48:29.052,F,372,1027,1343,504,0.235,49.7,531,0.389,-0.011,0.201,0.021,0.749,0.016,568,1371,0.586
24-07-21,13:48:39.169,F,373,1106,1349,742,0.180,56.1,535,0.299,-0.014,0.145,0.016,0.807,0.013,568,1371,0.586
24-07-21,13:48:49.289,F,374,1160,1341,1110,0.135,62.9,534,0.224,-0.005,0.103,0.022,0.846,0.019,568,1371,0.586
24-07-21,13:48:59.411,F,375,1181,1328,1451,0.111,67.6,539,0.186,0.017,0.085,0.032,0.861,0.028,568,1371,0.586
24-07-21,13:49:09.530,F,376,1217,1324,2029,0.081,69.0,542,0.137,0.026,0.061,0.035,0.888,0.031,568,1371,0.586
24-07-21,13:49:19.642,F,377,1232,1313,2648,0.062,69.0,532,0.104,0.027,0.045,0.044,0.899,0.039,568,1371,0.586
24-07-21,13:49:28.212,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,14:01:36.919,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,14:01:36.919,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.010, ETRmPot: 48.495 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,14:01:36.919,REG2,,"#1: alpha: 0.111, ETRm: 71.133, Ik: 643.054   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,14:01:38.314,FO,378,279,476,0,0.414,0.0,0,0,0,0,0,0,0,279,476,0.414
24-07-21,14:01:48.432,F,379,374,606,44,0.383,7.1,300,0.758,-0.553,0.608,-0.215,0.786,-0.169,279,476,0.414
24-07-21,14:01:58.551,F,380,352,570,80,0.382,12.8,277,0.744,-0.487,0.585,-0.165,0.739,-0.121,279,476,0.414
24-07-21,14:02:08.680,F,381,341,550,116,0.380,18.5,307,0.860,-0.234,0.774,-0.135,0.716,-0.096,279,476,0.414
24-07-21,14:02:18.795,F,382,391,597,160,0.345,23.2,311,0.720,-0.452,0.573,-0.203,0.821,-0.166,279,476,0.414
24-07-21,14:02:28.912,F,383,414,598,221,0.308,28.6,312,0.643,-0.452,0.485,-0.204,0.870,-0.178,279,476,0.414
24-07-21,14:02:39.038,F,384,451,603,336,0.252,35.6,304,0.508,-0.518,0.342,-0.211,0.947,-0.199,279,476,0.414
24-07-21,14:02:49.149,F,385,440,555,503,0.207,43.7,293,0.439,-0.330,0.292,-0.142,0.924,-0.131,279,476,0.414
24-07-21,14:02:59.201,F,386,446,534,742,0.165,51.4,278,0.344,-0.299,0.214,-0.109,0.937,-0.102,279,476,0.414
24-07-21,14:03:09.408,F,387,437,504,1109,0.133,61.9,267,0.283,-0.203,0.173,-0.056,0.918,-0.051,279,476,0.414
24-07-21,14:03:19.532,F,388,424,476,1450,0.109,66.4,261,0.242,-0.091,0.149,0.000,0.891,0.000,279,476,0.414
24-07-21,14:03:29.649,F,389,427,464,2029,0.080,68.2,253,0.175,-0.071,0.104,0.026,0.897,0.023,279,476,0.414
24-07-21,14:03:39.775,F,390,419,453,2647,0.075,83.4,246,0.164,-0.051,0.096,0.051,0.880,0.045,279,476,0.414
24-07-21,14:03:47.435,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,14:05:25.841,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,14:05:25.841,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 71.017 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,14:05:25.841,REG2,,"#1: alpha: 0.147, ETRm: 83.869, Ik: 570.609   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,14:05:27.237,FO,391,507,1026,0,0.506,0.0,0,0,0,0,0,0,0,507,1026,0.506
24-07-21,14:05:37.350,F,392,549,998,44,0.450,8.3,450,0.819,-0.056,0.671,0.028,0.535,0.015,507,1026,0.506
24-07-21,14:05:47.476,F,393,547,989,80,0.447,15.0,450,0.820,-0.039,0.675,0.037,0.533,0.020,507,1026,0.506
24-07-21,14:05:57.594,F,394,563,976,116,0.423,20.6,441,0.772,-0.031,0.605,0.051,0.549,0.028,507,1026,0.506
24-07-21,14:06:07.712,F,395,571,949,160,0.398,26.7,434,0.734,0.008,0.558,0.081,0.557,0.045,507,1026,0.506
24-07-21,14:06:17.829,F,396,585,927,221,0.369,34.3,428,0.685,0.039,0.501,0.107,0.570,0.061,507,1026,0.506
24-07-21,14:06:27.951,F,397,623,917,336,0.321,45.3,424,0.596,0.050,0.406,0.119,0.607,0.072,507,1026,0.506
24-07-21,14:06:38.068,F,398,657,896,503,0.267,56.4,417,0.499,0.077,0.317,0.145,0.640,0.093,507,1026,0.506
24-07-21,14:06:48.192,F,399,684,871,742,0.215,67.0,412,0.407,0.116,0.245,0.178,0.667,0.118,507,1026,0.506
24-07-21,14:06:58.314,F,400,712,852,1109,0.164,76.4,401,0.310,0.131,0.175,0.204,0.694,0.142,507,1026,0.506
24-07-21,14:07:08.432,F,401,708,815,1449,0.131,79.7,394,0.254,0.189,0.141,0.259,0.690,0.179,507,1026,0.506
24-07-21,14:07:18.544,F,402,714,794,2028,0.101,86.0,389,0.198,0.220,0.108,0.292,0.696,0.203,507,1026,0.506
24-07-21,14:07:28.669,F,403,731,796,2646,0.082,91.1,388,0.159,0.214,0.084,0.289,0.712,0.206,507,1026,0.506
24-07-21,14:07:37.149,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:12:57.763,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:12:57.763,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 88.488 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:12:57.763,REG2,,"#1: alpha: 0.115, ETRm: 89.346, Ik: 776.768   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:12:59.151,FO,404,85,152,0,0.441,0.0,0,0,0,0,0,0,0,85,152,0.441
24-07-21,15:13:09.268,F,405,95,150,44,0.367,6.8,78,0.764,-0.075,0.627,0.013,0.625,0.008,85,152,0.441
24-07-21,15:13:19.414,F,406,90,141,80,0.362,12.2,80,0.836,0.090,0.743,0.078,0.592,0.046,85,152,0.441
24-07-21,15:13:29.531,F,407,102,158,116,0.354,17.2,87,0.789,-0.060,0.673,-0.038,0.671,-0.025,85,152,0.441
24-07-21,15:13:39.649,F,408,123,185,161,0.335,22.7,100,0.729,-0.269,0.593,-0.178,0.809,-0.144,85,152,0.441
24-07-21,15:13:49.765,F,409,134,190,221,0.295,27.4,104,0.651,-0.284,0.505,-0.200,0.882,-0.177,85,152,0.441
24-07-21,15:13:59.886,F,410,137,187,336,0.267,37.7,98,0.562,-0.328,0.402,-0.187,0.901,-0.168,85,152,0.441
24-07-21,15:14:10.003,F,411,134,177,504,0.243,51.4,93,0.512,-0.254,0.355,-0.141,0.882,-0.125,85,152,0.441
24-07-21,15:14:20.130,F,412,130,162,742,0.198,61.7,90,0.444,-0.075,0.307,-0.062,0.855,-0.053,85,152,0.441
24-07-21,15:14:30.243,F,413,129,154,1109,0.162,75.5,86,0.368,-0.015,0.245,-0.013,0.849,-0.011,85,152,0.441
24-07-21,15:14:40.366,F,414,137,159,1450,0.138,84.0,89,0.314,-0.045,0.204,-0.044,0.901,-0.039,85,152,0.441
24-07-21,15:14:50.483,F,415,150,168,2029,0.107,91.2,95,0.247,-0.090,0.156,-0.095,0.987,-0.094,85,152,0.441
24-07-21,15:15:00.602,F,416,156,170,2647,0.082,91.2,94,0.184,-0.134,0.111,-0.106,1.026,-0.108,85,152,0.441
24-07-21,15:15:08.642,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:17:23.127,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:17:23.127,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.012, ETRmPot: 59.785 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:17:23.127,REG2,,"#1: alpha: 0.138, ETRm: 88.770, Ik: 643.666   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:17:24.513,FO,417,112,196,0,0.429,0.0,0,0,0,0,0,0,0,112,196,0.429
24-07-21,15:17:34.639,F,418,122,200,44,0.390,7.2,109,0.857,-0.083,0.766,-0.020,0.622,-0.012,112,196,0.429
24-07-21,15:17:44.756,F,419,127,217,80,0.415,13.9,113,0.865,-0.238,0.770,-0.097,0.648,-0.063,112,196,0.429
24-07-21,15:17:54.877,F,420,137,233,116,0.412,20.1,117,0.828,-0.381,0.707,-0.159,0.699,-0.111,112,196,0.429
24-07-21,15:18:04.994,F,421,149,248,160,0.399,26.8,126,0.811,-0.452,0.686,-0.210,0.760,-0.159,112,196,0.429
24-07-21,15:18:15.113,F,422,164,258,222,0.364,33.9,129,0.729,-0.536,0.573,-0.240,0.837,-0.201,112,196,0.429
24-07-21,15:18:25.229,F,423,180,264,336,0.318,44.9,133,0.641,-0.560,0.474,-0.258,0.918,-0.236,112,196,0.429
24-07-21,15:18:35.356,F,424,201,275,503,0.269,56.8,135,0.529,-0.667,0.355,-0.287,1.026,-0.295,112,196,0.429
24-07-21,15:18:45.473,F,425,220,283,742,0.223,69.5,135,0.426,-0.762,0.261,-0.307,1.122,-0.345,112,196,0.429
24-07-21,15:18:55.595,F,426,230,274,1109,0.161,75.0,123,0.291,-0.798,0.156,-0.285,1.173,-0.334,112,196,0.429
24-07-21,15:19:05.711,F,427,209,237,1450,0.118,71.9,108,0.217,-0.536,0.112,-0.173,1.066,-0.184,112,196,0.429
24-07-21,15:19:15.828,F,428,192,216,2028,0.111,94.5,106,0.218,-0.310,0.120,-0.093,0.980,-0.091,112,196,0.429
24-07-21,15:19:25.939,F,429,194,214,2647,0.093,103.4,106,0.185,-0.286,0.101,-0.084,0.990,-0.083,112,196,0.429
24-07-21,15:19:34.489,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:21:15.107,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:21:15.107,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 53.072 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:21:15.107,REG2,,"#1: alpha: 0.123, ETRm: 78.220, Ik: 635.540   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:21:16.505,FO,430,32,58,0,0.448,0.0,0,0,0,0,0,0,0,32,58,0.448
24-07-21,15:21:26.624,F,431,35,59,44,0.407,7.5,32,0.889,-0.038,0.813,-0.017,0.603,-0.010,32,58,0.448
24-07-21,15:21:36.744,F,432,40,66,80,0.394,13.2,38,0.929,-0.077,0.883,-0.121,0.690,-0.084,32,58,0.448
24-07-21,15:21:46.863,F,433,52,83,116,0.373,18.2,45,0.816,-0.462,0.706,-0.301,0.897,-0.270,32,58,0.448
24-07-21,15:21:56.984,F,434,68,105,160,0.352,23.7,55,0.740,-0.923,0.599,-0.448,1.172,-0.524,32,58,0.448
24-07-21,15:22:07.099,F,435,80,120,222,0.333,31.0,63,0.702,-1.192,0.553,-0.517,1.379,-0.712,32,58,0.448
24-07-21,15:22:17.225,F,436,95,135,336,0.296,41.8,74,0.656,-1.346,0.511,-0.570,1.638,-0.934,32,58,0.448
24-07-21,15:22:27.341,F,437,116,153,503,0.242,51.1,79,0.500,-1.846,0.341,-0.621,2.000,-1.242,32,58,0.448
24-07-21,15:22:37.456,F,438,127,156,742,0.186,58.0,79,0.377,-1.962,0.235,-0.628,2.190,-1.376,32,58,0.448
24-07-21,15:22:47.583,F,439,138,158,1109,0.127,59.2,81,0.260,-1.962,0.153,-0.633,2.379,-1.506,32,58,0.448
24-07-21,15:22:57.657,F,440,151,173,1449,0.127,77.3,89,0.262,-2.231,0.154,-0.665,2.603,-1.730,32,58,0.448
24-07-21,15:23:07.815,F,441,159,175,2028,0.091,77.5,92,0.193,-2.192,0.112,-0.669,2.741,-1.832,32,58,0.448
24-07-21,15:23:17.955,F,442,169,184,2647,0.082,91.2,95,0.169,-2.423,0.095,-0.685,2.914,-1.996,32,58,0.448
24-07-21,15:23:26.066,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:27:02.217,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:27:02.217,REG1,,"#1: alpha: 0.147, ETRm: 58.190, Ik: 396.957   ( beta: 0.001, ETRmPot: 59.976 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:27:02.217,REG2,,"#1: alpha: 0.115, ETRm: 57.131, Ik: 495.705   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:27:03.603,FO,443,178,303,0,0.413,0.0,0,0,0,0,0,0,0,178,303,0.413
24-07-21,15:27:13.731,F,444,204,306,44,0.333,6.2,151,0.658,-0.240,0.487,-0.010,0.673,-0.006,178,303,0.413
24-07-21,15:27:23.849,F,445,198,312,80,0.365,12.3,151,0.708,-0.288,0.540,-0.029,0.653,-0.018,178,303,0.413
24-07-21,15:27:33.965,F,446,212,322,116,0.342,16.7,150,0.640,-0.376,0.453,-0.059,0.700,-0.042,178,303,0.413
24-07-21,15:27:44.080,F,447,216,311,161,0.305,20.6,157,0.617,-0.232,0.448,-0.026,0.713,-0.018,178,303,0.413
24-07-21,15:27:54.145,F,448,244,343,221,0.289,26.8,175,0.589,-0.344,0.422,-0.117,0.805,-0.094,178,303,0.413
24-07-21,15:28:04.322,F,449,303,399,336,0.241,34.0,185,0.449,-0.712,0.274,-0.241,1.000,-0.241,178,303,0.413
24-07-21,15:28:14.389,F,450,323,394,503,0.180,38.0,180,0.332,-0.712,0.185,-0.231,1.066,-0.246,178,303,0.413
24-07-21,15:28:24.566,F,451,331,393,742,0.158,49.2,184,0.297,-0.672,0.165,-0.229,1.092,-0.250,178,303,0.413
24-07-21,15:28:34.682,F,452,344,386,1109,0.109,50.8,184,0.208,-0.616,0.111,-0.215,1.135,-0.244,178,303,0.413
24-07-21,15:28:44.797,F,453,354,396,1449,0.106,64.5,186,0.200,-0.680,0.105,-0.235,1.168,-0.274,178,303,0.413
24-07-21,15:28:54.926,F,454,356,382,2027,0.068,57.9,188,0.134,-0.552,0.071,-0.207,1.175,-0.243,178,303,0.413
24-07-21,15:29:05.040,F,455,369,389,2645,0.051,56.7,197,0.104,-0.536,0.056,-0.221,1.218,-0.269,178,303,0.413
24-07-21,15:29:13.240,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:30:57.522,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:30:57.522,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 29.654 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:30:57.522,REG2,,"#1: alpha: 0.135, ETRm: 35.045, Ik: 260.304   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:30:58.862,FO,456,334,629,0,0.469,0.0,0,0,0,0,0,0,0,334,629,0.469
24-07-21,15:31:09.031,F,457,442,702,44,0.370,6.8,357,0.754,-0.169,0.609,-0.104,0.703,-0.073,334,629,0.469
24-07-21,15:31:19.158,F,458,468,760,80,0.384,12.9,380,0.768,-0.288,0.624,-0.172,0.744,-0.128,334,629,0.469
24-07-21,15:31:29.271,F,459,619,967,116,0.360,17.5,465,0.693,-0.702,0.521,-0.350,0.984,-0.344,334,629,0.469
24-07-21,15:31:39.396,F,460,729,1019,160,0.285,19.2,474,0.532,-0.847,0.346,-0.383,1.159,-0.444,334,629,0.469
24-07-21,15:31:49.446,F,461,790,1049,221,0.247,22.9,488,0.462,-0.902,0.285,-0.400,1.256,-0.503,334,629,0.469
24-07-21,15:31:59.635,F,462,875,1098,336,0.203,28.6,500,0.373,-1.027,0.213,-0.427,1.391,-0.594,334,629,0.469
24-07-21,15:32:09.753,F,463,945,1098,503,0.139,29.4,497,0.255,-1.037,0.134,-0.427,1.502,-0.641,334,629,0.469
24-07-21,15:32:19.868,F,464,970,1078,741,0.100,31.1,494,0.185,-0.980,0.094,-0.417,1.542,-0.642,334,629,0.469
24-07-21,15:32:29.986,F,465,985,1061,1109,0.072,33.5,483,0.131,-0.959,0.064,-0.407,1.566,-0.638,334,629,0.469
24-07-21,15:32:40.110,F,466,961,1022,1449,0.060,36.5,471,0.111,-0.868,0.054,-0.385,1.528,-0.588,334,629,0.469
24-07-21,15:32:50.231,F,467,948,994,2026,0.046,39.1,464,0.087,-0.797,0.043,-0.367,1.507,-0.553,334,629,0.469
24-07-21,15:33:00.347,F,468,933,967,2645,0.035,38.9,458,0.067,-0.725,0.033,-0.350,1.483,-0.518,334,629,0.469
24-07-21,15:33:07.997,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:34:46.361,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:34:46.361,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 37.540 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:34:46.361,REG2,,"#1: alpha: 0.166, ETRm: 38.448, Ik: 231.950   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:34:47.757,FO,469,300,565,0,0.469,0.0,0,0,0,0,0,0,0,300,565,0.469
24-07-21,15:34:57.873,F,470,350,596,44,0.413,7.6,295,0.817,-0.136,0.689,-0.052,0.619,-0.032,300,565,0.469
24-07-21,15:35:07.991,F,471,379,633,80,0.401,13.5,306,0.777,-0.234,0.627,-0.107,0.671,-0.072,300,565,0.469
